iter	MultiClass
307	0.2020819705
308	0.2019065709
309	0.2005098844
310	0.2000255643
311	0.1997709897
312	0.1991354278
313	0.1990215086
314	0.1984599136
315	0.1958340406
316	0.1957009787
317	0.1954690783
318	0.1936354041
319	0.1934255825
320	0.1931505021
321	0.191227298
322	0.1898969471
323	0.1885711913
324	0.1880303649
325	0.1873269262
326	0.1868581009
327	0.1866683201
328	0.1858130972
329	0.1838832337
330	0.1837384974
331	0.1824056359
332	0.1809589597
333	0.1808306492
334	0.1807419961
335	0.1798567816
336	0.1796352625
337	0.1776983228
338	0.1769959047
339	0.1767702305
340	0.1766002183
341	0.1760910918
342	0.1747217043
343	0.1746259231
344	0.1742415419
345	0.1741322988
346	0.1738868681
347	0.1737498413
348	0.17360312
349	0.1735198011
350	0.1730758758
351	0.1729935618
352	0.1725491604
353	0.172371319
354	0.1721438332
355	0.1720144578
356	0.1707968112
357	0.1706722797
358	0.1701878986
359	0.1700843102
360	0.1690169051
361	0.1689152224
362	0.1685722701
363	0.1681451423
364	0.167861389
365	0.1677815629
366	0.1671802452
367	0.165764829
368	0.1651566313
369	0.1650344617
370	0.1649500155
371	0.1648494687
372	0.1647795195
373	0.1637739637
374	0.1636697597
375	0.163095885
376	0.1628935793
377	0.1628187826
378	0.162697827
379	0.162250409
380	0.1621615533
381	0.1610158898
382	0.1596047424
383	0.1593877534
384	0.1584542352
385	0.1582984684
386	0.1581300878
387	0.158015293
388	0.1578885675
389	0.1577580522
390	0.1562394887
391	0.1548471276
392	0.1547173268
393	0.1529644
394	0.152895235
395	0.1527660693
396	0.1524511367
397	0.1522040559
398	0.1520153467
399	0.1517626068
400	0.1515229715
401	0.1514358189
402	0.1512829512
403	0.1508585941
404	0.1507443525
405	0.1504755225
406	0.1491847782
407	0.1490899449
408	0.1490002034
409	0.1486312097
410	0.1485607761
411	0.1471737751
412	0.1468186741
413	0.1454939949
414	0.1439471853
415	0.1438767633
416	0.1438090129
417	0.1431508363
418	0.1430677951
419	0.1419000379
420	0.1405995127
421	0.1405347702
422	0.1404361793
423	0.1403545363
424	0.1399241023
425	0.1391117166
426	0.1390419632
427	0.1379186556
428	0.1367390881
429	0.1356540399
430	0.1355740141
431	0.1347468087
432	0.1346071765
433	0.1339676317
434	0.1339086373
435	0.1336088706
436	0.1326857623
437	0.1326131439
438	0.1325523465
439	0.1317403117
440	0.1313079876
441	0.1301753681
442	0.1295976189
443	0.1290822833
444	0.1287917201
445	0.1283112686
446	0.1282010091
447	0.1279998035
448	0.1270001704
449	0.1257404588
450	0.1256820351
451	0.1256189538
452	0.1254179645
453	0.1253430684
454	0.1252682147
455	0.1251997044
456	0.1244641601
457	0.1243943307
458	0.1232369573
459	0.1220782588
460	0.1220079986
461	0.121941722
462	0.1208646628
463	0.1207867167
464	0.1207296773
465	0.1206792406
466	0.1206306799
467	0.1196505501
468	0.1187501407
469	0.1186414697
470	0.118535376
471	0.1184769964
472	0.1178675523
473	0.1177140658
474	0.1176532877
475	0.1168823667
476	0.1156042913
477	0.1155184415
478	0.1154579001
479	0.1146300842
480	0.1145889433
481	0.1138032097
482	0.1130232225
483	0.1119633188
484	0.1119280824
485	0.1118532792
486	0.1117759283
487	0.1107641605
488	0.1107197186
489	0.1102831195
490	0.110231617
491	0.1101618179
492	0.1100772831
493	0.110019921
494	0.1099801227
495	0.1099268594
496	0.1093323876
497	0.1091571206
498	0.1089826971
499	0.1083789701
500	0.1081692411
501	0.1081035836
502	0.1080260753
503	0.1079827733
504	0.1079306587
505	0.1072496816
506	0.1072066224
507	0.1068689161
508	0.1068158845
509	0.106730441
510	0.1066874402
511	0.1066078309
512	0.1060780474
513	0.1054384649
514	0.1053263322
515	0.1052699993
516	0.1052209382
517	0.1051693247
518	0.1051125388
519	0.1044238873
520	0.1036137382
521	0.102771348
522	0.1027265751
523	0.1024336525
524	0.1021992804
525	0.1021150775
526	0.1020524761
527	0.1020190205
528	0.1019776107
529	0.1019003871
530	0.101397117
531	0.1013600506
532	0.1013179376
533	0.1012603969
534	0.1011969975
535	0.1004079747
536	0.1003207026
537	0.1000198209
538	0.09964409337
539	0.09953662023
540	0.09858585273
541	0.09853099295
542	0.09848351813
543	0.09807702228
544	0.09724719514
545	0.09666964291
546	0.09597402247
547	0.09577862512
548	0.09524991326
549	0.09519596666
550	0.09500002681
551	0.09428581158
552	0.09370606757
553	0.09367981224
554	0.09362624751
555	0.09359427384
556	0.09354348402
557	0.09277300901
558	0.09202558922
559	0.09199050061
560	0.09150716026
561	0.09105794104
562	0.09045983092
563	0.09023257985
564	0.08979052276
565	0.08974692487
566	0.08941074768
567	0.0890015781
568	0.08894220732
569	0.0889071155
570	0.08880662804
571	0.08838405771
572	0.08781922709
573	0.08737949968
574	0.08733927579
575	0.08730145033
576	0.08665306888
577	0.08596723017
578	0.08593897828
579	0.08591232853
580	0.08571415696
581	0.08568296139
582	0.08556203428
583	0.0849930469
584	0.0845596515
585	0.08451429575
586	0.08447676578
587	0.084429335
588	0.0843831578
589	0.0843092878
590	0.08425939086
591	0.08421180012
592	0.08417911428
593	0.08363308634
594	0.08359163013
595	0.08304673236
596	0.08302362736
597	0.08265424312
598	0.08243270725
599	0.08240118421
600	0.08178928606
601	0.0817442284
602	0.08166402517
603	0.08148632039
604	0.08129006136
605	0.08097344878
606	0.08094584461
607	0.08091687297
608	0.08083329832
609	0.08026262541
610	0.07997125095
611	0.07967871849
612	0.07949230006
613	0.07892160115
614	0.078891142
615	0.07884950092
616	0.07880066973
617	0.07877125117
618	0.07869630111
619	0.0782457605
620	0.07820233881
621	0.07806992159
622	0.07758307636
623	0.07756567856
624	0.07753071236
625	0.07750516036
626	0.07746820141
627	0.07743940795
628	0.07719976547
629	0.07663780684
630	0.07648934666
631	0.0758915213
632	0.07586156778
633	0.07582823396
634	0.07580478422
635	0.07563712453
636	0.07560185171
637	0.07556229646
638	0.07516977227
639	0.07499256072
640	0.07495659542
641	0.07473177265
642	0.07471010774
643	0.07441479639
644	0.07438401735
645	0.07434722902
646	0.07376518625
647	0.07354771372
648	0.07330910725
649	0.07328700012
650	0.07306069728
651	0.07300936477
652	0.07274620885
653	0.07264080924
654	0.07214068974
655	0.07210083035
656	0.07184887239
657	0.07182257744
658	0.07176982965
659	0.07124771278
660	0.07106341512
661	0.07103384593
662	0.07100143106
663	0.07067028042
664	0.07063793821
665	0.07015118026
666	0.06983020285
667	0.06941447011
668	0.0692778036
669	0.06905362687
670	0.0690144573
671	0.06898832623
672	0.06882837503
673	0.068801397
674	0.06877732673
675	0.06874456927
676	0.06873011183
677	0.06870955052
678	0.06821575136
679	0.06819454014
680	0.06815214327
681	0.0680863621
682	0.06797237679
683	0.06783574058
684	0.06737577729
685	0.0668701252
686	0.06683810117
687	0.06676932069
688	0.0663527595
689	0.06633252121
690	0.06598579744
691	0.06582796957
692	0.06547997584
693	0.06522015336
694	0.06520240053
695	0.06517723231
696	0.06514009047
697	0.06505343924
698	0.06502644349
699	0.06499634113
700	0.06498097043
701	0.06473844708
702	0.06471592561
703	0.06441855594
704	0.06438980179
705	0.06422877596
706	0.06419442122
707	0.06404652193
708	0.06402440282
709	0.06400562676
710	0.06371581262
711	0.06346959945
712	0.06327244161
713	0.06325415462
714	0.06294880988
715	0.06265857133
716	0.06243439082
717	0.06241838388
718	0.06239666511
719	0.06237166105
720	0.06235080904
721	0.06230260781
722	0.06228350556
723	0.06220954661
724	0.06219671913
725	0.06215052564
726	0.06213382827
727	0.06171944589
728	0.06146962645
729	0.06144635636
730	0.0611731982
731	0.06115038658
732	0.06081333053
733	0.06061661352
734	0.06030292895
735	0.05998189875
736	0.05972177458
737	0.05962040585
738	0.0594614923
739	0.0594223971
740	0.05936674977
741	0.05932273367
742	0.05929771305
743	0.05927032903
744	0.05910645001
745	0.05902824557
746	0.05900616325
747	0.05891286953
748	0.05882762508
749	0.0588057654
750	0.05877632498
751	0.05851390485
752	0.05843129698
753	0.05816079245
754	0.05805674031
755	0.058039034
756	0.0577156901
757	0.05762415018
758	0.05760580411
759	0.05728849102
760	0.05727102029
761	0.05698373981
762	0.05662706659
763	0.05641649593
764	0.05623697925
765	0.0559732981
766	0.05571506959
767	0.05543790429
768	0.05542073103
769	0.05540037254
770	0.05518581246
771	0.05516994063
772	0.05515604736
773	0.05513599479
774	0.0551131691
775	0.05509255863
776	0.05507793043
777	0.05505938118
778	0.05503919441
779	0.0550262046
780	0.05473478117
781	0.05452547129
782	0.05431979072
783	0.054204578
784	0.0540430666
785	0.05402764791
786	0.05398424444
787	0.05374249228
788	0.0537282102
789	0.05362345391
790	0.05361095947
791	0.05357955747
792	0.05355364749
793	0.05325552997
794	0.05311371298
795	0.05284082586
796	0.05273047152
797	0.0527160993
798	0.05260435888
799	0.05258923932
800	0.05257113481
801	0.05255806061
802	0.05242701987
803	0.05240325938
804	0.0523888194
805	0.05233873004
806	0.05222449637
807	0.05220722874
808	0.0521916372
809	0.0521761324
810	0.05195067086
811	0.05170667258
812	0.05153666799
813	0.05151594915
814	0.05150575485
815	0.05148782233
816	0.05143060174
817	0.05126193353
818	0.05123807855
819	0.05123093319
820	0.05121205751
821	0.05094103529
822	0.05074929754
823	0.05056815207
824	0.05038179716
825	0.05037181473
826	0.05034952693
827	0.05033767545
828	0.05014384063
829	0.05012985955
830	0.05011198286
831	0.04986536763
832	0.04967453081
833	0.0496566326
834	0.04962721619
835	0.0496048561
836	0.04957346942
837	0.04932157026
838	0.04931390787
839	0.04910031543
840	0.04908986811
841	0.04907716469
842	0.04906680095
843	0.04884260245
844	0.04882808551
845	0.04881377745
846	0.0486890916
847	0.04867581471
848	0.04866433454
849	0.0486490086
850	0.04841579063
851	0.04833319917
852	0.04811197486
853	0.04789105132
854	0.04771137478
855	0.04769830935
856	0.04749744387
857	0.04745669083
858	0.047447313
859	0.04742826381
860	0.04724706332
861	0.04699001136
862	0.04697780709
863	0.04680400667
864	0.0467771358
865	0.04673031667
866	0.04671805036
867	0.04670534464
868	0.04667807082
869	0.04665711083
870	0.04664495698
871	0.04656883634
872	0.04655352774
873	0.04653758471
874	0.0465211197
875	0.04651215262
876	0.04649823848
877	0.046486517
878	0.04634154137
879	0.04632620049
880	0.04631085786
881	0.04621687947
882	0.04611607769
883	0.04599035547
884	0.04598066945
885	0.0458083002
886	0.04578178399
887	0.04576835298
888	0.04565219475
889	0.04550059491
890	0.04542013427
891	0.0451909324
892	0.04518215995
893	0.045171937
894	0.04515668178
895	0.04508700218
896	0.04495492161
897	0.0449232772
898	0.0449072502
899	0.04474746378
900	0.04463202522
901	0.04438973683
902	0.04437942857
903	0.04436244163
904	0.044353831
905	0.04427613439
906	0.04426637175
907	0.0440494956
908	0.04393889374
909	0.04385897068
910	0.04375413557
911	0.04374156276
912	0.04368701671
913	0.04367872772
914	0.04352818478
915	0.04347907221
916	0.04347089626
917	0.04327704428
918	0.04326835726
919	0.04326033147
920	0.04311671142
921	0.04309908983
922	0.04308640508
923	0.04297044461
924	0.04279216071
925	0.04264937106
926	0.0426341257
927	0.04262394373
928	0.04260131562
929	0.04259365365
930	0.04252722478
931	0.04251857959
932	0.04249335279
933	0.04245363198
934	0.04244553452
935	0.04243433057
936	0.04242459764
937	0.04233493929
938	0.04222667285
939	0.04221513974
940	0.04212000861
941	0.04186977439
942	0.04186154403
943	0.04171561011
944	0.04170280511
945	0.04168319044
946	0.04167380072
947	0.04166254128
948	0.04145719671
949	0.0412906272
950	0.04117705322
951	0.0411603833
952	0.04114969615
953	0.04113889822
954	0.04113101956
955	0.04112015107
956	0.04099034732
957	0.04098110198
958	0.04082476253
959	0.04076760094
960	0.04075681208
961	0.04060519331
962	0.04049828707
963	0.04048288117
964	0.04042505873
965	0.04026459449
966	0.04025610145
967	0.04007996433
968	0.03994543722
969	0.03992326852
970	0.03982799112
971	0.039820742
972	0.03980395994
973	0.03979534047
974	0.03968923004
975	0.03967739736
976	0.03965385971
977	0.03956759276
978	0.03955363781
979	0.03954631281
980	0.03953894517
981	0.03940484124
982	0.03939095979
983	0.03938449413
984	0.0393785887
985	0.03927782966
986	0.03923521779
987	0.03910561344
988	0.03909971335
989	0.0390798272
990	0.03906850052
991	0.03903223529
992	0.03902139953
993	0.03890932684
994	0.03880452657
995	0.03879842739
996	0.03878881283
997	0.03877835624
998	0.03877030038
999	0.03866015322
